book_id,goodreads_book_id,best_book_id,work_id,books_count,isbn,isbn13,authors,original_publication_year,original_title,title,language_code,average_rating,ratings_count,work_ratings_count,work_text_reviews_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,image_url,small_image_url
4240,16305,16305,907837,200,1579126286,9781579126280.0,Agatha Christie,1941.0,Evil Under the Sun,"Evil Under the Sun (Hercule Poirot, #23)",eng,3.94,28776,32094,954,145,1074,8515,13068,9292,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4243,12326644,12326644,17305288,47,145162607X,9781451626070.0,"Philippa Gregory, Mirjana Valent",2012.0,The Kingmaker's Daughter,"The Kingmaker's Daughter (The Plantagenet and Tudor Novels, #4)",eng,3.95,24258,28940,2427,207,1090,6870,12606,8167,https://images.gr-assets.com/books/1332688725m/12326644.jpg,https://images.gr-assets.com/books/1332688725s/12326644.jpg
4249,588369,588369,2977991,72,7198914,9780007198920.0,Cecelia Ahern,2006.0,A Place Called Here,A Place Called Here,eng,3.66,22074,26438,1616,914,2696,7650,8413,6765,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4253,7036,7036,2647331,62,349117047,9780349117040.0,Alexander McCall Smith,2002.0,The Kalahari Typing School for Men,"The Kalahari Typing School for Men (No. 1 Ladies' Detective Agency, #4)",eng,3.99,26837,30378,1265,88,638,7220,13885,8547,https://images.gr-assets.com/books/1380393680m/7036.jpg,https://images.gr-assets.com/books/1380393680s/7036.jpg
4269,25066991,25066991,44751809,38,1455536253,9781455536250.0,David Baldacci,2015.0,The Guilty,"The Guilty (Will Robie, #4)",eng,4.12,12597,24893,1824,336,786,3995,10104,9672,https://images.gr-assets.com/books/1435632658m/25066991.jpg,https://images.gr-assets.com/books/1435632658s/25066991.jpg
4276,136637,136637,1369951,72,446612758,9780446612750.0,"Douglas Preston, Lincoln Child",2004.0,Brimstone,"Brimstone (Pendergast, #5; Diogenes, #1)",en-GB,4.12,24949,27528,977,149,738,4963,11371,10307,https://images.gr-assets.com/books/1369943498m/136637.jpg,https://images.gr-assets.com/books/1369943498s/136637.jpg
4278,114166,114166,1823830,62,006056251X,9780060562520.0,Lisa Kleypas,2006.0,Devil in Winter ,"Devil in Winter (Wallflowers, #3)",en-US,4.26,38100,41949,2570,311,1043,6081,14681,19833,https://images.gr-assets.com/books/1309220205m/114166.jpg,https://images.gr-assets.com/books/1309220205s/114166.jpg
4280,125955,125955,1299706,39,1595540350,9781595540360.0,Ted Dekker,2004.0,White,"White: The Great Pursuit (The Circle, #3)",,4.3,23201,23972,597,206,621,3287,7425,12433,https://images.gr-assets.com/books/1380858193m/125955.jpg,https://images.gr-assets.com/books/1380858193s/125955.jpg
4282,4601396,4601396,4651129,50,385526342,9780385526340.0,Chuck Palahniuk,2009.0,Pygmy,Pygmy,eng,2.96,21242,22865,1782,3121,4811,7258,5192,2483,https://images.gr-assets.com/books/1320495043m/4601396.jpg,https://images.gr-assets.com/books/1320495043s/4601396.jpg
4295,2277378,2277378,1706478,49,755328949,9780755328950.0,Louise Penny,2007.0,The Cruelest Month,"The Cruelest Month (Chief Inspector Armand Gamache, #3)",en-GB,4.15,23121,28932,2415,138,523,4468,13418,10385,https://images.gr-assets.com/books/1327970261m/2277378.jpg,https://images.gr-assets.com/books/1327970261s/2277378.jpg
4301,76889,76889,1140,8,802130720,9780802130720.0,E.E. Cummings,1954.0,100 Selected Poems by e. e. Cummings,100 Selected Poems,en-US,4.32,22346,22638,387,281,520,2902,6855,12080,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4302,2202049,2202049,2207811,7,451223896,9780451223890.0,Jen Lancaster,2008.0,"Such a Pretty Fat: One Narcissist's Quest to Discover if Her Life Makes Her Ass Look Big, or Why Pie is Not the Answer","Such a Pretty Fat: One Narcissist's Quest to Discover If Her Life Makes Her Ass Look Big, or Why Pie Is Not the Answer",eng,4.06,24631,25044,1920,466,1137,4720,8794,9927,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4305,17562900,17562900,24495112,23,042525674X,9780425256750.0,Patricia Briggs,2014.0,Night Broken,"Night Broken (Mercy Thompson, #8)",eng,4.42,31278,38475,3129,99,333,3408,14167,20468,https://images.gr-assets.com/books/1379437095m/17562900.jpg,https://images.gr-assets.com/books/1379437095s/17562900.jpg
4308,59821,59821,1612557,66,515139408,9780515139400.0,Nora Roberts,2005.0,Red Lily,"Red Lily (In the Garden, #3)",en-US,4.07,29200,30746,747,169,1155,6621,11334,11467,https://images.gr-assets.com/books/1362364238m/59821.jpg,https://images.gr-assets.com/books/1362364238s/59821.jpg
4313,18404427,18404427,26038319,30,081299289X,9780812992890.0,Lisa See,2014.0,China Dolls,China Dolls,eng,3.58,20563,23836,2860,602,2298,7755,8975,4206,https://images.gr-assets.com/books/1405290827m/18404427.jpg,https://images.gr-assets.com/books/1405290827s/18404427.jpg
4316,9567,9567,713383,28,184243036X,9781842430360.0,Tom Robbins,1994.0,Half Asleep in Frog Pajamas,Half Asleep in Frog Pajamas,,3.73,17053,18899,645,341,1439,5540,7229,4350,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4320,95621,95621,92159,27,842339760,9780842339770.0,Francine Rivers,1995.0,"As Sure as the Dawn (Mark of the Lion, #3)","As Sure as the Dawn (Mark of the Lion, #3)",eng,4.39,23509,24330,920,131,619,2908,6549,14123,https://images.gr-assets.com/books/1490993178m/95621.jpg,https://images.gr-assets.com/books/1490993178s/95621.jpg
4324,16140408,16140408,21971325,43,451419715,9780451419710.0,Samantha Young,2013.0,Down London Road,"Down London Road (On Dublin Street, #2)",eng,4.24,38186,41573,2935,326,1048,5676,15730,18793,https://images.gr-assets.com/books/1363128044m/16140408.jpg,https://images.gr-assets.com/books/1363128044s/16140408.jpg
4328,73385,73385,1408034,55,743457269,9780743457260.0,Jude Deveraux,1989.0,A Knight in Shining Armor,A Knight in Shining Armor,eng,4.23,26636,29062,1886,506,1106,4327,8436,14687,https://images.gr-assets.com/books/1330613623m/73385.jpg,https://images.gr-assets.com/books/1330613623s/73385.jpg
4337,89399,89399,67864,76,316734837,9780316734840.0,Anita Shreve,1999.0,Fortune's Rocks,Fortune's Rocks,,3.86,22908,25221,1246,434,1317,6624,9707,7139,https://images.gr-assets.com/books/1344271150m/89399.jpg,https://images.gr-assets.com/books/1344271150s/89399.jpg
4349,32507,32507,2758504,80,044661162X,9780446611630.0,Michael Connelly,2002.0,Chasing the Dime,Chasing the Dime,eng,3.96,23771,25650,748,302,1145,5905,10125,8173,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4358,6413193,6413193,6602180,74,316166316,9780316166320.0,Michael Connelly,2009.0,Nine Dragons,"Nine Dragons (Harry Bosch, #15; Mickey Haller, #3; Harry Bosch Universe, #18)",eng,3.97,22102,27809,2047,202,1107,6300,11822,8378,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4360,31106,31106,2484087,39,670038571,9780670038570.0,Jane Green,2007.0,Second Chance,Second Chance,en-US,3.53,22795,23625,1121,577,2375,8762,7839,4072,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4362,12799058,12799058,17947342,31,,,Elin Hilderbrand,2012.0,Summerland,Summerland,eng,3.85,22497,24115,1966,253,1209,6349,10401,5903,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4363,15957,15957,1043652,17,1841150509,9781841150500.0,Ann Patchett,1992.0,The Patron Saint of Liars,The Patron Saint of Liars,eng,3.76,20722,25021,2536,201,1309,7431,11372,4708,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4365,13565914,13565914,19143978,11,,,Kristen Ashley,2012.0,Knight,"Knight (Unfinished Hero, #1)",en-GB,3.94,44570,45320,3331,1747,3056,8804,14269,17444,https://images.gr-assets.com/books/1333056159m/13565914.jpg,https://images.gr-assets.com/books/1333056159s/13565914.jpg
4369,3717,24820339,382865,47,385722222,9780385722220.0,Chuck Palahniuk,2004.0,Stranger Than Fiction: True Stories,Stranger than Fiction,eng,3.56,18091,20204,754,498,2071,6911,7003,3721,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4373,17880714,30166123,25040772,20,,,K. Bromberg,2014.0,Crashed,"Crashed (Driven, #3)",eng,4.56,32520,35153,3237,203,533,2514,7993,23910,https://images.gr-assets.com/books/1391008361m/17880714.jpg,https://images.gr-assets.com/books/1391008361s/17880714.jpg
4377,15734464,15734464,21416605,41,,,"James Patterson, Maxine Paetro",2013.0,12th of Never,"12th of Never (Women's Murder Club, #12)",en-US,3.99,19998,26821,1941,225,1156,6212,10408,8820,https://images.gr-assets.com/books/1353436409m/15734464.jpg,https://images.gr-assets.com/books/1353436409s/15734464.jpg
4380,2199587,2199587,2205341,74,385341954,9780385341950.0,Karin Slaughter,2008.0,Fractured,"Fractured (Will Trent, #2)",en-US,4.18,23256,27091,1290,124,481,4219,11784,10483,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4382,23717678,23717678,27228804,31,316410985,9780316410980.0,"James Patterson, David Ellis",2015.0,The Murder House,The Murder House,eng,4.05,13837,23568,2191,376,984,4239,9424,8545,https://images.gr-assets.com/books/1464826516m/23717678.jpg,https://images.gr-assets.com/books/1464826516s/23717678.jpg
4384,22749994,22749994,42295323,47,1594205418,9781594205420.0,Nick Hornby,2014.0,Funny Girl,Funny Girl,eng,3.37,17151,21589,2787,661,2822,8480,7209,2417,https://images.gr-assets.com/books/1415127744m/22749994.jpg,https://images.gr-assets.com/books/1415127744s/22749994.jpg
4387,65948,65948,1775449,53,553582747,9780553582740.0,Dean Koontz,2000.0,From the Corner of His Eye,From the Corner of His Eye,en-US,4.0,23641,25002,1016,377,1257,5580,8602,9186,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4390,31100,31100,31428,49,767912276,9780767912270.0,Jane Green,2002.0,To Have and to Hold ,To Have and to Hold,eng,3.61,21001,22305,516,549,1972,7681,7444,4659,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4392,9355,9355,2269323,61,345479726,9780345479720.0,John Irving,2005.0,Until I Find You,Until I Find You,eng,3.61,20784,21984,1438,854,2230,6278,7793,4829,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4400,31098,31098,3353274,38,670034800,9780670034800.0,Jane Green,2006.0,Swapping Lives,Swapping Lives,eng,3.56,22521,24000,1007,650,2314,8532,7875,4629,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4401,4201106,4201106,4043423,49,312377029,9780312377020.0,Louise Penny,2008.0,"A Rule Against Murder (Armand Gamache, #4)","A Rule Against Murder (Chief Inspector Armand Gamache, #4)",en-US,4.21,22817,27667,2239,133,423,3869,12449,10793,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4406,33727,33727,2563621,52,312932804,9780312932800.0,Jennifer Crusie,1996.0,Welcome to Temptation,"Welcome to Temptation (Dempseys, #1)",eng,3.94,27123,28809,1021,604,1591,6621,9983,10010,https://images.gr-assets.com/books/1479663151m/33727.jpg,https://images.gr-assets.com/books/1479663151s/33727.jpg
4416,73086,73086,1040905,54,380782332,9780380782340.0,Susan Elizabeth Phillips,1996.0,Kiss an Angel ,Kiss an Angel,eng,4.21,32191,35438,2262,547,1297,5431,11099,17064,https://images.gr-assets.com/books/1309115033m/73086.jpg,https://images.gr-assets.com/books/1309115033s/73086.jpg
4418,12358,12358,229722,15,743243803,9780743243800.0,"Sarah Vowell, Katherine Streeter",2002.0,The Partly Cloudy Patriot,The Partly Cloudy Patriot,eng,3.9,22819,23818,1368,525,1111,5321,10182,6679,https://images.gr-assets.com/books/1430720573m/12358.jpg,https://images.gr-assets.com/books/1430720573s/12358.jpg
4420,18505832,18505832,26198849,32,62311077,9780062311080.0,Greg Iles,2014.0,Natchez Burning,Natchez Burning,eng,4.12,18722,23806,3121,416,941,3560,9256,9633,https://images.gr-assets.com/books/1383438264m/18505832.jpg,https://images.gr-assets.com/books/1383438264s/18505832.jpg
4427,10914,10914,1074034,14,743431014,9780743431020.0,Jodi Picoult,1992.0,Songs of the Humpback Whale: A Novel in Five Voices,Songs of the Humpback Whale,en-US,3.19,24756,25894,1834,1993,4813,9104,6263,3721,https://images.gr-assets.com/books/1421422550m/10914.jpg,https://images.gr-assets.com/books/1421422550s/10914.jpg
4430,16158519,16158519,21998935,68,399159894,9780399159890.0,Nora Roberts,2013.0,Whiskey Beach,Whiskey Beach,eng,3.96,19769,26780,2207,421,1313,6101,10128,8817,https://images.gr-assets.com/books/1357477045m/16158519.jpg,https://images.gr-assets.com/books/1357477045s/16158519.jpg
4431,14755,14755,3363757,26,1416535209,9781416535200.0,Jennifer Weiner,2006.0,The Guy Not Taken: Stories,The Guy Not Taken: Stories,en-US,3.46,20420,21414,1148,773,2706,7656,6387,3892,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4433,6337006,6337006,6522883,27,1416580956,9781416580960.0,Kresley Cole,2010.0,Pleasure of a Dark Prince ,Pleasure of a Dark Prince (Immortals After Dark #9),eng,4.41,32358,34474,1080,134,516,3588,11006,19230,https://images.gr-assets.com/books/1357612049m/6337006.jpg,https://images.gr-assets.com/books/1357612049s/6337006.jpg
4437,25010281,25010281,44681694,55,316225886,9780316225880.0,Michael Connelly,2015.0,The Crossing,"The Crossing (Harry Bosch, #20; Mickey Haller, #7; Harry Bosch Universe, #25)",eng,4.21,17428,26621,2426,128,361,3599,12135,10398,https://images.gr-assets.com/books/1428347007m/25010281.jpg,https://images.gr-assets.com/books/1428347007s/25010281.jpg
4449,12959086,12959086,18116462,19,1423163001,9781423163010.0,"Rick Riordan, Haley Riordan",2012.0,The Demigod Diaries,The Demigod Diaries,eng,4.19,28461,32365,1448,180,960,6037,10542,14646,https://images.gr-assets.com/books/1328573978m/12959086.jpg,https://images.gr-assets.com/books/1328573978s/12959086.jpg
4463,5509321,5509321,5617267,17,446539759,9780446539750.0,David Baldacci,2009.0,First Family,"First Family (Sean King & Michelle Maxwell, #4)",en-US,3.98,22203,26455,1692,184,837,6038,11692,7704,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4479,6582637,6582637,6579113,34,425233367,9780425233370.0,Nalini Singh,2010.0,,"Archangel's Kiss (Guild Hunter, #2)",eng,4.24,35843,39528,1798,335,1196,5807,13578,18612,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4481,32254,32254,216590,81,345476999,9780345477000.0,Tess Gerritsen,2006.0,The Mephisto Club,"The Mephisto Club (Rizzoli & Isles, #6)",eng,4.01,23378,27848,1405,189,1004,6237,11253,9165,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4488,13452375,13452375,18978261,24,1596064854,9781596064850.0,Brandon Sanderson,2012.0,Legion,"Legion (Legion, #1)",eng,4.13,20291,24459,2235,147,605,4208,10448,9051,https://images.gr-assets.com/books/1338512017m/13452375.jpg,https://images.gr-assets.com/books/1338512017s/13452375.jpg
4502,7005479,7005479,6825396,82,61988243,9780061988240.0,"Isabel Allende, Margaret Sayers Peden",2009.0,La isla bajo el mar,Island Beneath the Sea,eng,4.01,18864,24500,2613,247,1035,4939,10388,7891,https://images.gr-assets.com/books/1501991943m/7005479.jpg,https://images.gr-assets.com/books/1501991943s/7005479.jpg
4505,22717015,22717015,42244477,25,1502541858,9781502541860.0,Jamie McGuire,2015.0,Beautiful Redemption,"Beautiful Redemption (The Maddox Brothers, #2)",eng,4.15,28845,33443,2745,311,1302,5727,11985,14118,https://images.gr-assets.com/books/1418155511m/22717015.jpg,https://images.gr-assets.com/books/1418155511s/22717015.jpg
4506,89656,89656,2513787,67,312939019,9780312939010.0,Sue Grafton,1986.0,C is for Corpse,"C is for Corpse  (Kinsey Millhone, #3)",en-US,3.87,29204,31679,910,121,879,9759,13100,7820,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4508,15096,15096,10730819,78,60958022,9780060958020.0,Joanne Harris,2001.0,Five Quarters of the Orange,Five Quarters of the Orange,eng,3.83,23332,26429,2091,326,1486,6971,11174,6472,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4513,14965,14965,3165570,57,316014281,9780316014280.0,Anita Shreve,2004.0,Light on Snow,Light on Snow,,3.56,22845,24610,1724,286,2005,9451,9337,3531,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4517,9598,9598,834005,67,385334176,9780385334170.0,Kurt Vonnegut Jr.,1982.0,Deadeye Dick,Deadeye Dick,eng,3.8,19212,20466,637,119,992,6194,8685,4476,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4538,5983057,5983057,6156487,60,1847442404,9781847442410.0,Elizabeth Kostova,2010.0,The Swan Thieves,The Swan Thieves,eng,3.53,23399,26874,3969,1129,3216,8126,9059,5344,https://images.gr-assets.com/books/1256542427m/5983057.jpg,https://images.gr-assets.com/books/1256542427s/5983057.jpg
4539,12444166,12444166,17427104,24,385344406,9780385344400.0,Karen Marie Moning,2012.0,Iced,"Iced (Fever, #6)",eng,4.13,28890,32684,4066,651,1375,5501,10848,14309,https://images.gr-assets.com/books/1333022535m/12444166.jpg,https://images.gr-assets.com/books/1333022535s/12444166.jpg
4544,85443,85443,82450,53,553271369,9780553271360.0,Pat Conroy,1980.0,The Lords of Discipline,The Lords of Discipline,,4.28,19050,21120,1139,104,399,2749,8116,9752,https://images.gr-assets.com/books/1320483838m/85443.jpg,https://images.gr-assets.com/books/1320483838s/85443.jpg
4546,7093222,7093222,7262107,80,385341970,9780385341970.0,Karin Slaughter,2010.0,Broken,"Broken (Will Trent, #4)",eng,4.2,22244,25814,1180,126,515,4058,10570,10545,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4552,16045144,16045144,19068963,25,1250031125,9781250031130.0,Louise Penny,2012.0,The Beautiful Mystery,"The Beautiful Mystery (Chief Inspector Armand Gamache, #8)",,4.18,16170,26002,3277,173,742,3891,10528,10668,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4558,281512,281512,273545,48,849905702,9780849905700.0,Max Lucado,2000.0,,He Chose the Nails,en-US,4.37,19028,19443,271,221,431,2286,5473,11032,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4564,13624367,13624367,19228205,9,,,R.L. Mathewson,2012.0,"Checkmate (A Neighbor from Hell, #3)","Checkmate (Neighbor from Hell, #3)",eng,4.15,38343,41653,1961,496,1545,6909,14871,17832,https://images.gr-assets.com/books/1406585363m/13624367.jpg,https://images.gr-assets.com/books/1406585363s/13624367.jpg
4568,13481275,13481275,19014102,33,125001980X,9781250019810.0,Sarah Addison Allen,2014.0,Lost Lake,"Lost Lake (Lost Lake, #1)",eng,3.85,24271,26917,4104,351,1454,7115,10971,7026,https://images.gr-assets.com/books/1455574760m/13481275.jpg,https://images.gr-assets.com/books/1455574760s/13481275.jpg
4570,15705011,15705011,21367527,44,525952993,9780525952990.0,Tracy Chevalier,2013.0,The Last Runaway,The Last Runaway,en-US,3.78,20997,24083,3436,309,1389,6719,10604,5062,https://images.gr-assets.com/books/1349448072m/15705011.jpg,https://images.gr-assets.com/books/1349448072s/15705011.jpg
4582,32650,32650,3140534,464,037575718X,9780375757180.0,"Thomas Hardy, Alexander Theroux",1878.0,The Return of the Native,The Return of the Native  ,eng,3.84,24957,27643,1083,826,1803,6465,10358,8191,https://images.gr-assets.com/books/1403182613m/32650.jpg,https://images.gr-assets.com/books/1403182613s/32650.jpg
4583,11660590,11660590,16605490,57,62094734,9780062094740.0,"Michael Crichton, Richard   Preston",2011.0,Micro,Micro,eng,3.38,19460,23729,2791,1343,3309,8010,7121,3946,https://images.gr-assets.com/books/1314593813m/11660590.jpg,https://images.gr-assets.com/books/1314593813s/11660590.jpg
4586,3832,3832,625423,88,743219570,9780743219570.0,P.D. James,1962.0,Cover Her Face,Cover Her Face (Adam Dalgliesh #1),eng,3.94,22941,24819,889,325,1009,5991,9984,7510,https://images.gr-assets.com/books/1298412294m/3832.jpg,https://images.gr-assets.com/books/1298412294s/3832.jpg
4589,7945049,7945049,11453665,35,312377045,9780312377040.0,Louise Penny,2010.0,Bury Your Dead,"Bury Your Dead (Chief Inspector Armand Gamache, #6)",en-US,4.33,22391,26552,2760,152,403,2813,10219,12965,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4590,84785,84785,1128040,81,316018953,9780316018950.0,Michael Connelly,2007.0,The Overlook,"The Overlook (Harry Bosch, #13; Harry Bosch Universe, #15)",eng,3.91,21154,25578,1331,138,995,6682,11097,6666,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4595,6449551,6449551,6639657,39,312377037,9780312377040.0,Louise Penny,2009.0,The Brutal Telling,"The Brutal Telling (Chief Inspector Armand Gamache, #5)",en-US,4.23,21381,25133,2354,108,447,3338,10824,10416,https://images.gr-assets.com/books/1327952311m/6449551.jpg,https://images.gr-assets.com/books/1327952311s/6449551.jpg
4600,6080822,6080822,6257526,30,316043893,9780316043890.0,Elin Hilderbrand,2009.0,The Castaways,The Castaways,,3.69,21491,23515,1889,395,1837,7384,8949,4950,https://images.gr-assets.com/books/1289792088m/6080822.jpg,https://images.gr-assets.com/books/1289792088s/6080822.jpg
4604,16033909,16033909,21805191,50,425267083,9780425267080.0,Maya Banks,2013.0,Burn,"Burn (Breathless, #3)",eng,4.01,30693,33900,1781,698,2078,6831,11018,13275,https://images.gr-assets.com/books/1359944814m/16033909.jpg,https://images.gr-assets.com/books/1359944814s/16033909.jpg
4609,28940,28940,29415,56,312150601,9780312150600.0,Kate Atkinson,1995.0,Behind the Scenes at the Museum,Behind the Scenes at the Museum,,3.94,21844,24884,2085,488,1317,5296,9901,7882,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4611,110384,110384,659482,47,380820846,9780380820850.0,Julia Quinn,2002.0,"Romancing Mister Bridgerton (Bridgertons, #4)","Romancing Mister Bridgerton (Bridgertons, #4)",eng,4.2,31652,34709,1640,235,953,5880,12372,15269,https://images.gr-assets.com/books/1274211494m/110384.jpg,https://images.gr-assets.com/books/1274211494s/110384.jpg
4615,23281906,23281906,42819811,58,399170863,9780399170870.0,Nora Roberts,2014.0,The Liar,The Liar,eng,3.95,16326,24608,2229,506,1422,5164,9120,8396,https://images.gr-assets.com/books/1415980586m/23281906.jpg,https://images.gr-assets.com/books/1415980586s/23281906.jpg
4616,32530,32530,186943,40,553578685,9780553578680.0,Lisa Gardner,2001.0,The Third Victim,"The Third Victim (Quincy & Rainie, #2)",en-US,4.16,21790,22898,494,100,448,4156,9279,8915,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4617,29154543,29154543,49404119,34,316225940,9780316225950.0,Michael Connelly,2016.0,The Wrong Side of Goodbye,"The Wrong Side of Goodbye (Harry Bosch, #21; Harry Bosch Universe, #26)",eng,4.36,13351,28922,2543,166,393,2689,11368,14306,https://images.gr-assets.com/books/1457022523m/29154543.jpg,https://images.gr-assets.com/books/1457022523s/29154543.jpg
4627,30068,30068,1217097,66,446576980,9780446576990.0,"Douglas Preston, Lincoln Child",2006.0,The Book of the Dead,"The Book of the Dead (Pendergast, #7; Diogenes, #3)",en-US,4.13,22985,25369,944,151,717,4430,10410,9661,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
